houghmean,steering_angle
327.0416667,-0.005919972
314.8214286,-0.005621169
338.9,-0.005323784
295.59375,-0.005027918
340.7045455,-0.004733671
337.90625,-0.004441143
334.25,-0.004150429
301.8611111,-0.003861623
302.125,-0.003574819
331.4722222,-0.003290107
341.7083333,-0.003007576
334.1388889,-0.002727313
294.1875,-0.002449401
329.0277778,-0.002173925
315.35,-0.001900964
328.8333333,-0.001630598
296.15625,-0.001362903
293.78125,-0.001097954
312,-0.000835823
293.90625,-0.000576582
293.03125,-0.000320299
293.6,-6.70402E-05
298.7142857,0.000183129
301.2857143,0.000430147
330.875,0.000673953
286.9583333,0.000914488
305.6071429,0.001151696
308.8333333,0.001385523
356.21875,0.001615915
304.5357143,0.001842824
329.8888889,0.0020662
330.2142857,0.002285997
300.5714286,0.002502172
298.1,0.00271468
343.65625,0.002923484
302.4,0.003128543
335.6071429,0.003329821
295.71875,0.003527285
284.8333333,0.003720902
318.125,0.003910641
316.2083333,0.004096474
321.0416667,0.004278374
306.2142857,0.004456317
298.7,0.004630279
322.84375,0.004800239
328.5833333,0.00496618
309.8055556,0.005128083
281.2857143,0.005285933
304.9285714,0.005439716
306.8,0.005589421
339.05,0.005735037
339.95,0.005876557
320.2916667,0.006013974
300.25,0.006147284
282.3571429,0.006276482
289.1666667,0.006401568
336.3928571,0.006522543
340.45,0.006639407
343.4166667,0.006752165
328.375,0.006860823
339.0357143,0.006965386
308.6071429,0.007065863
309.6785714,0.007162264
308.3214286,0.0072546
351.6875,0.007342885
303.8,0.007427132
320.40625,0.007507358
335.5714286,0.007583579
312.75,0.007655815
321.4375,0.007724085
323.84375,0.007788411
274.9375,0.007848815
336.3571429,0.007905322
316.3888889,0.007957956
355.775,0.008006744
307.4642857,0.008051714
273,0.008092895
292.2222222,0.008130316
298.59375,0.008164009
310.5357143,0.008194007
308.25,0.008220342
280.09375,0.00824305
333.4090909,0.008262165
315.9642857,0.008277724
298.7,0.008289765
321.40625,0.008298326
290.6071429,0.008303447
316.9375,0.008305168
302.59375,0.008303529
306.4375,0.008298573
328.4285714,0.008290343
316.6111111,0.008278883
317.90625,0.008264236
313.3214286,0.008246447
327.075,0.008225564
291.1071429,0.008201631
336.40625,0.008174696
306.2083333,0.008144808
311.375,0.008112013
338.1111111,0.008076362
329.53125,0.008037904
337.4166667,0.007996688
301.125,0.007952765
312.875,0.007906187
306.75,0.007857004
313.7727273,0.007805268
327.6944444,0.007751032
334.5,0.007694348
320.75,0.007635269
343.0277778,0.007573848
333.2777778,0.007510139
314.7777778,0.007444195
337.55,0.00737607
326.5,0.00730582
308.8333333,0.007233497
336.3,0.007159157
340.65,0.007082854
330.59375,0.007004644
331.4166667,0.00692458
326.6923077,0.006842719
309.9166667,0.006759114
359.65625,0.006673822
335.125,0.006586896
354.8055556,0.006498393
320.8333333,0.006408367
340.9090909,0.006316873
315.0681818,0.006223966
358,0.0061297
358.1785714,0.006034131
330.8055556,0.005937313
334.25,0.005839299
378.7954545,0.005740144
329.6111111,0.005639903
345.21875,0.005538627
338.875,0.005436372
357.6,0.00533319
344.0681818,0.005229135
332.3,0.005124257
378.625,0.005018611
330.3214286,0.004912247
355.8269231,0.004805218
322.3409091,0.004697575
337.3541667,0.004589367
324.8541667,0.004480647
336.1944444,0.004371463
363.9,0.004261866
358.6923077,0.004151905
341.1153846,0.004041627
332.9545455,0.003931082
344.05,0.003820318
330.25,0.00370938
346.275,0.003598317
330.0714286,0.003487174
348.975,0.003375997
368.2678571,0.003264831
365.6041667,0.00315372
332.875,0.003042709
343.5,0.002931842
350.4375,0.002821159
339.75,0.002710705
347.2777778,0.00260052
340.7884615,0.002490646
347.1666667,0.002381123
355.55,0.00227199
364.3653846,0.002163287
332.8,0.002055051
336.5961538,0.001947322
356.5625,0.001840135
352.2115385,0.001733528
370.1730769,0.001627535
349.609375,0.001522193
336.6041667,0.001417535
352.2708333,0.001313594
379.5769231,0.001210405
377.125,0.001107999
359.7857143,0.001006407
362.5227273,0.000905661
351.8125,0.000805791
364.9833333,0.000706825
366.25,0.000608793
357.3653846,0.000511723
366.0681818,0.000415641
366.6166667,0.000320574
371.95,0.000226548
362.1833333,0.000133588
361.609375,4.17178E-05
352.0147059,-4.90387E-05
356.5166667,-0.000138659
336.7115385,-0.000227121
343.2916667,-0.000314403
340.6730769,-0.000400484
352.375,-0.000485346
358.5,-0.000568969
338.625,-0.000651334
344.7727273,-0.000732423
347.9545455,-0.000812221
345.3409091,-0.000890711
336.75,-0.000967876
356.7,-0.001043704
355.2777778,-0.001118179
370.9583333,-0.001191288
365.1590909,-0.001263019
342.5,-0.00133336
347.25,-0.001402299
348,-0.001469826
348.0625,-0.001535932
359.75,-0.001600608
364.7045455,-0.001663844
368.75,-0.001725634
354.2916667,-0.001785969
348.45,-0.001844845
351.46875,-0.001902255
335.8333333,-0.001958193
339.6363636,-0.002012657
353.9107143,-0.002065641
355.325,-0.002117144
358.0961538,-0.002167162
370.9583333,-0.002215693
361.8333333,-0.002262737
366.6590909,-0.002308293
350.825,-0.00235236
352.1,-0.00239494
356.6590909,-0.002436033
365.1428571,-0.002475642
360.5,-0.002513768
358.175,-0.002550415
329.9375,-0.002585586
363.15,-0.002619285
336.6666667,-0.002651517
351.0681818,-0.002682286
344.8571429,-0.002711599
346.825,-0.002739461
348.1875,-0.00276588
362.025,-0.002790862
336.3055556,-0.002814414
359.5,-0.002836546
346.7708333,-0.002857266
356.225,-0.002876582
333.28125,-0.002894504
330.125,-0.002911043
346.5625,-0.002926208
332.5,-0.002940011
348.6388889,-0.002952462
361.8541667,-0.002963573
353.85,-0.002973356
342.45,-0.002981824
349.0208333,-0.00298899
336.28125,-0.002994865
328.4166667,-0.002999465
351.7045455,-0.003002803
345.675,-0.003004893
344.5,-0.00300575
350.375,-0.003005387
320.25,-0.003003822
336.175,-0.003001068
337.05,-0.002997142
332.3541667,-0.00299206
338.375,-0.002985838
331.7083333,-0.002978493
342.9772727,-0.00297004
356.4,-0.002960498
317.775,-0.002949884
338.96875,-0.002938214
352.2708333,-0.002925507
340.8125,-0.002911781
356.0227273,-0.002897053
332.1041667,-0.002881342
340.0227273,-0.002864667
328,-0.002847045
368.025,-0.002828496
344.95,-0.002809038
335.25,-0.002788691
347.5277778,-0.002767473
355.825,-0.002745404
343.03125,-0.001164273
346,-0.00110406
348.825,0.002166181
334.03125,0.005513019
338.65,0.005723633
329.4166667,0.009220927
376.0227273,0.012794697
332.05,0.013143899
352.21875,0.016851901
344,0.02062854
342,0.024469287
366.05,0.024983344
370.5277778,0.028942078
338.3125,0.032959483
375.0714286,0.033553641
340.8125,0.037671453
347.0357143,0.041844457
355.625,0.046069128
