houghmean,steering_angle
377.3719512,0.657426401
363.1477273,0.658832765
361.9431818,0.660147474
377.2606383,0.661367617
374.0178571,0.662507721
375.4583333,0.663563281
386.2897727,0.664530229
373.5119048,0.665404892
371.25,0.657738795
384.25,0.65847661
365.2760417,0.659114391
387.4285714,0.659649539
382.8630952,0.660096596
362.9642857,0.660451413
386.9777778,0.660710296
380.2333333,0.652598486
395.2670455,0.652722439
380.8,0.652742785
383.0765306,0.652657095
382.1988636,0.652479757
381.5792683,0.652206869
382.6022727,0.651834999
373.8231707,0.643318533
375.7972973,0.642814175
377.1890244,0.642203796
384.2302632,0.641485291
389.6341463,0.64067293
386.3546512,0.631839015
385.7606383,0.622799552
390.6219512,0.629874091
392.45,0.628735958
390.3571429,0.627507146
388.05,0.62620028
397.5657895,0.624794229
397.3928571,0.61566908
398.2302632,0.614141905
396.5486111,0.612509867
388.4342105,0.610771454
387.1381579,0.60894068
379.1283784,0.6070147
390.16875,0.604991141
382.3986486,0.595592072
393.7166667,0.593455734
388.1666667,0.591217237
396.2763158,0.588875525
407.875,0.586444375
404.3235294,0.576833499
393.05,0.574306986
395.1142857,0.571685435
396.3888889,0.568967641
397.3653846,0.566166894
400.1283784,0.56328081
397.125,0.55351245
408.2941176,0.550542111
397.0785714,0.547481849
401.1486486,0.544330798
402.972973,0.541101986
401.0460526,0.531211792
410.3648649,0.527914594
390.8277778,0.524534734
402.23125,0.521071351
397.23125,0.517537063
398.8092105,0.513929932
401.5945946,0.503982257
388.0875,0.500318369
407.6527778,0.496578026
394.3581081,0.486536668
404.6969697,0.476381008
404.0428571,0.466110617
401.1212121,0.455725468
404.1388889,0.445238361
399.4935897,0.4346611
394.375,0.424004641
407.4097222,0.413279203
394.9583333,0.402494348
387.6875,0.391659047
397.6388889,0.440971773
378.0982143,0.431295847
388.6896552,0.42738121
403.8846154,0.423483233
395.3369565,0.419487246
383.1086957,0.409900134
384.2037037,0.405836087
383.25,0.40169566
388.8152174,0.397481504
400.3333333,0.393207227
394.6704545,0.383607003
393.1388889,0.379306807
386.8636364,0.37494951
391.3636364,0.370536506
379.375,0.360965516
381.9285714,0.356555481
368.6625,0.352101643
358.0892857,0.347604593
360.171875,0.338115254
346.2666667,0.333642688
350.7625,0.329136627
358.35,0.324597184
388.296875,0.315229886
376.3194444,0.310731815
361.5166667,0.306208655
365.5588235,0.301660238
305.4545455,0.292447552
347.2727273,0.287954373
344.75,0.283443267
348.5,0.278913903
319.025,0.269883108
314.075,0.265420793
338.8333333,0.256438391
346.21875,0.247428298
311.2727273,0.23839974
315.725,0.243226914
337.6388889,0.238821433
343.35,0.230161741
332.625,0.22586906
313.6428571,0.221571943
346.4166667,0.217270165
318.7916667,0.208863661
328.075,0.204651624
342.8,0.200440916
337.5,0.192195417
325.7916667,0.188077023
307.1875,0.18396568
292.1388889,0.179860629
289.1428571,0.171889272
305.9722222,0.167891646
299.5277778,0.163904766
303.5833333,0.156121483
306.4375,0.152242297
296,0.148378367
295.0833333,0.140796603
317.7142857,0.137047795
298.4583333,0.13331795
341.5,0.125948585
300.5,0.122339885
314.5,0.11875325
305.2222222,0.111605205
322.1666667,0.10814463
290.3928571,0.104708737
323,0.101296192
315.5,0.09448354
329.6071429,0.091204626
316.25,0.084519939
314.71875,0.081367343
341.96875,0.078244309
304.7777778,0.075149277
283.775,0.068807837
313.5625,0.065852907
326.5,0.062927314
306.8333333,0.056824576
321.45,0.054034605
316.3333333,0.051275771
304.2142857,0.045416207
329.1071429,0.042795272
343,0.038660512
309.75,0.033011658
282.35,0.027400519
310.0833333,0.021825265
298.0625,0.016287461
293,0.010791681
307.8214286,0.005342069
319.5,-5.76017E-05
303.5714286,-0.005403883
308.9642857,-0.010693623
288.7916667,-0.015923932
286.2083333,-0.021092162
322.7083333,-0.026195881
291.7083333,-0.031232851
281.1785714,-0.036201015
307.0357143,-0.041098479
290.9,-0.045923495
301.34375,-0.050674454
308.3571429,-0.055349869
288.5714286,-0.059948372
313.6071429,-0.064468699
325.375,-0.068909685
286.8928571,-0.073270256
300.925,-0.077549426
306.90625,-0.081746286
295.7916667,-0.085860005
295.5,-0.08988982
308.1,-0.093835037
313.5714286,-0.097695025
287.15625,-0.10146921
282.0555556,-0.10515708
313.7857143,-0.108758175
300.8333333,-0.112272086
316.0357143,-0.115698456
299,-0.119036977
301.375,-0.122287385
301.9166667,-0.125449464
320.6071429,-0.128523038
296.4285714,-0.131507976
295.34375,-0.134404186
328.4285714,-0.137211617
314.28125,-0.139930255
307.3333333,-0.142560126
309.25,-0.145101292
296.0714286,-0.147553848
296.8214286,-0.149917928
294.6428571,-0.152193698
288.03125,-0.154381358
287.96875,-0.15648114
315.5,-0.15849331
294.5,-0.160418164
296.5,-0.162256027
296.4583333,-0.164007259
308.5,-0.165672244
294.8214286,-0.167251398
289.59375,-0.168745166
310.65625,-0.170154018
289.3125,-0.171478454
294.5714286,-0.172718999
306.1666667,-0.173876204
291.40625,-0.174950646
313.3571429,-0.175942927
310.6,-0.176853675
296.5833333,-0.177683538
310.95,-0.178433192
296.8928571,-0.179103333
310.96875,-0.179694679
290.90625,-0.180207973
296.4642857,-0.180643975
308.0277778,-0.18100347
339.375,-0.18128726
321.625,-0.181496167
308.1,-0.181631035
313.25,-0.181692723
335.09375,-0.181682111
321.3214286,-0.181600094
328.2777778,-0.181447587
320.6071429,-0.181225519
326.7916667,-0.180934836
342.6785714,-0.180576498
324.1666667,-0.180151484
318,-0.179660782
321.0555556,-0.179105397
318.9166667,-0.178486347
301,-0.177804662
332.0625,-0.177061385
303.25,-0.176257569
317.8214286,-0.175394281
320.4722222,-0.174472597
326.25,-0.173493601
311.1,-0.172458389
339.2857143,-0.171368067
306.84375,-0.170223746
318.0714286,-0.169026548
312.525,-0.167777601
346.5357143,-0.166478039
312.8571429,-0.165129004
308.75,-0.163731642
326.5625,-0.162287107
330.96875,-0.160796555
318.46875,-0.159261146
313.8611111,-0.157682047
321.9444444,-0.156060425
331.9285714,-0.154397451
316.21875,-0.152694298
326.7222222,-0.15095214
343.34375,-0.149172153
339.6428571,-0.147355514
314.45,-0.145503398
326.625,-0.143616984
327.6071429,-0.141697445
315.2272727,-0.139745956
329.8055556,-0.137763691
339.2222222,-0.135751819
334.4166667,-0.133711507
338.775,-0.131643922
321.5277778,-0.129550224
334.4,-0.127431571
326.1785714,-0.125289115
320.78125,-0.123124005
321.3611111,-0.120937383
318.0625,-0.118730387
335.3,-0.116504148
330.75,-0.114259792
332,-0.111998435
359.1590909,-0.10972119
346.7272727,-0.107429159
351.2272727,-0.105123439
350.15,-0.102805116
326.1785714,-0.100475269
343.8636364,-0.098134968
323.7954545,-0.095785274
356.65,-0.093427236
338.5,-0.091061898
329.375,-0.088690288
330.2045455,-0.086313429
336.1111111,-0.083932328
348.475,-0.081547985
313.4722222,-0.079161388
352.25,-0.076773511
343.375,-0.074385318
330.4285714,-0.071997762
383.8214286,-0.069611782
357.225,-0.067228304
355.525,-0.064848243
338.475,-0.062472501
355.075,-0.060101964
342.1363636,-0.057737508
312.21875,-0.055379994
348,-0.053030269
319.175,-0.050689168
344.6875,-0.048357509
331.4,-0.046036097
360.025,-0.043725725
367.9318182,-0.041427168
364.3333333,-0.039141189
319.3125,-0.036868535
345.125,-0.034609938
323.5357143,-0.032366115
337.21875,-0.03013777
349.9722222,-0.02792559
348,-0.025730247
370.2272727,-0.023552398
338.0625,-0.021392685
352.7045455,-0.019251734
344.5833333,-0.017130156
347.225,-0.015028546
355.2857143,-0.012947485
363.8076923,-0.010887537
361.5,-0.008849251
354.9722222,-0.006833159
377.85,-0.004839781
390.6944444,-0.002869617
380,-0.000923155
363.25,0.000999135
376.875,0.002896797
382.75,0.004769391
350.8214286,0.006616493
351.8125,0.008437694
378.1363636,0.0102326
375.8055556,0.012000833
389,0.013742031
358.6944444,0.015455846
360.3928571,0.017141946
365.575,0.018800013
384.45,0.020429746
372.525,0.022030858
361.4807692,0.023603076
374.7727273,0.025146143
369.5681818,0.026659818
383.5,0.028143871
404.7222222,0.02959809
405.3333333,0.031022276
384.6428571,0.032416245
388.75,0.033779826
368.3125,0.035112864
353.9166667,0.036415216
350.125,0.037686754
384.2857143,0.038927363
390,0.040136944
392.25,0.041315409
423.3333333,0.042462683
396.4166667,0.043578706
396.4166667,0.044663431
395.25,0.045716823
395.35,0.04673886
402.125,0.047729532
419.75,0.048688843
402.2083333,0.049616809
366.5,0.050513456
368.25,0.051378825
412.8125,0.052212968
413,0.053015946
401.96875,0.053787836
414.45,0.054528722
401.3125,0.055238702
377.35,0.055917884
384.5416667,0.056566387
426.4375,0.05718434
413.8125,0.057771883
376.2,0.058329166
378.4,0.058856349
403.1875,0.059353602
394.625,0.059821105
394.625,0.060259047
390.4375,0.060667626
392.125,0.061047049
413.25,0.061397534
407.75,0.061719304
401.25,0.062012595
419.1875,0.062277647
397.1666667,0.062514711
408,0.062724044
381.2142857,0.062905913
398.5833333,0.063060591
418.75,0.063188832
396.875,0.063290816
418.125,0.063366745
399.9375,0.063416836
407,0.063441324
395.125,0.063440461
399,0.06341451
403.9166667,0.063363745
395.55,0.063288453
389.7916667,0.063188933
408.65,0.063065491
420.9375,0.062918445
411.35,0.062748119
393.5,0.062554847
415.65,0.06233897
402.55,0.062100835
386.5416667,0.061840797
416.75,0.061559216
390.5,0.061256459
393.2083333,0.060932896
398.125,0.060588904
386.5,0.060224864
383.75,0.059841161
390.0625,0.059438186
386.8125,0.059016329
392.6875,0.058575989
401.75,0.058117565
402.9375,0.057641458
381.95,0.057148075
398.2857143,0.056637821
421.0833333,0.056111108
411.3125,0.055568345
405.9375,0.055009947
397.25,0.054436328
410.25,0.053847904
375.5,0.053245091
397.2,0.052628308
396.3333333,0.051997972
403.75,0.051354503
395.4166667,0.050698319
410.5625,0.05002984
393.4166667,0.049349485
400.75,0.048657672
431.5625,0.04795482
413.5,0.047241346
412.375,0.046517669
408.75,0.045784202
420.375,0.045041362
414.9166667,0.044289561
392.25,0.043529212
400.875,0.042760725
416.875,0.041984509
392.15,0.041200972
397.0625,0.040410517
406.5,0.039613547
412.2,0.038810463
385.875,0.038001663
434.6875,0.037187542
428.9375,0.036368493
406.875,0.035544905
410.7,0.034717165
416.3333333,0.033885658
409.8125,0.033050763
404.9375,0.032212858
380.8333333,0.031372316
428.1666667,0.030529509
428.6,0.029684802
395.8333333,0.028838559
418.0625,0.027991139
411.6875,0.027142896
415.4375,0.026294182
416.35,0.025445344
436.05,0.024596725
396.9166667,0.023748662
422.5,0.022901491
382.3333333,0.02205554
423.8125,0.021211134
414.5,0.020368595
409.4375,0.019528237
419.9375,0.018690373
413.8333333,0.017855306
420.0625,0.01702334
396.0833333,0.01619477
423.25,0.015369888
404.5,0.014548979
421.1875,0.013732325
424.9375,0.012920201
417.9166667,0.012112879
413.9375,0.011310623
419.4166667,0.010513694
420.125,0.009722346
427.55,0.008936829
423.5,0.008157387
423.0833333,0.007384258
392.0833333,0.006617676
408.125,0.005857867
424.6666667,0.005105053
352.6875,0.004359452
426.25,0.003621274
427.75,0.002890724
402.8333333,0.002168003
409.25,0.001453303
422.375,0.000746814
371.85,4.87182E-05
378.75,-0.000640807
375.3,-0.00132159
395,-0.001993464
369.95,-0.00265627
365.45,-0.003309853
354.85,-0.003954063
350.0625,-0.004588758
321.4,-0.005213798
377.75,-0.005829052
353.6666667,-0.006434394
341.6071429,-0.007029701
384.8571429,-0.007614858
323.6,-0.008189755
323.5,-0.008754287
328.6,-0.009308355
334.15,-0.009851865
361.875,-0.010384729
312.1,-0.010906862
316.6785714,-0.011418189
324.625,-0.011918636
316.3928571,-0.012408135
306.0625,-0.012886626
325.03125,-0.013354051
288,-0.013810359
287.3928571,-0.014255502
317.8571429,-0.014689441
326.6875,-0.015112137
302.96875,-0.015523559
305.0833333,-0.015923682
304.09375,-0.016312483
335.3125,-0.016689945
303.375,-0.017056056
330.0909091,-0.017410809
304.4375,-0.017754201
306.3333333,-0.018086234
310.5714286,-0.018406913
287.9285714,-0.018716251
313.25,-0.019014261
304.34375,-0.019300964
306.5625,-0.019576384
337.4318182,-0.019840549
307.575,-0.02009349
326.15,-0.020335246
312.25,-0.020565855
344.25,-0.020785362
310.21875,-0.020993816
343.2291667,-0.02119127
338.7916667,-0.021377778
322.75,-0.021553401
330.2272727,-0.021718202
344.3888889,-0.021872247
319.4722222,-0.022015608
312.2291667,-0.022148359
344.0208333,-0.022270575
319.1136364,-0.022382338
324.6666667,-0.022483732
299.7727273,-0.022574843
304.25,-0.022655761
344,-0.022726579
309.5625,-0.022787392
323.7884615,-0.022838301
331.8,-0.022879404
288.09375,-0.022910808
319.1875,-0.022932618
330.5454545,-0.022944944
282.7222222,-0.022947897
317.6875,-0.022941592
365.40625,-0.022926144
339.975,-0.022901674
355.8055556,-0.0228683
289.425,-0.022826147
326.1,-0.02277534
297.7222222,-0.022716004
315.275,-0.022648269
336,-0.022572266
317.5909091,-0.022488126
310.675,-0.022395984
320.325,-0.022295975
331.9772727,-0.022188236
314,-0.022072905
300.3,-0.021950122
312.2954545,-0.021820028
327.7954545,-0.021682766
294.3214286,-0.021538478
301.7777778,-0.021387309
296.6944444,-0.021229405
299,-0.021064911
309.40625,-0.020893975
331.125,-0.020716745
304.175,-0.02053337
308.1111111,-0.020343998
299.4444444,-0.02014878
298.5833333,-0.019947866
312.1363636,-0.019741407
322.475,-0.019529553
280.6111111,-0.019312458
312.59375,-0.019090271
290,-0.018863146
275.9444444,-0.018631234
289.1666667,-0.018394687
299.875,-0.018153658
334.4166667,-0.017908298
307.1875,-0.017658759
301.075,-0.017405194
297.575,-0.017147753
313.55,-0.016886587
307.4318182,-0.016621848
312.85,-0.016353685
294.2777778,-0.01608225
316.28125,-0.01580769
301.7142857,-0.015530155
323.875,-0.015249793
314.28125,-0.014966751
340.8611111,-0.014681177
298.0277778,-0.014393216
291.96875,-0.014103012
335.2,-0.013810712
331.5,-0.013516457
327.6428571,-0.01322039
305.7857143,-0.012922652
303.1428571,-0.012623384
295.34375,-0.012322724
313.75,-0.012020811
317.40625,-0.011717781
305.2857143,-0.011413771
321.5,-0.011108913
331,-0.010803342
283.0625,-0.010497188
326.1666667,-0.010190582
344,-0.009883653
288.6590909,-0.009576528
314.175,-0.009269333
332.8611111,-0.008962192
337.175,-0.008655228
326.2222222,-0.008348562
356.1136364,-0.008042314
300.4285714,-0.007736602
338.45,-0.007431542
302.5,-0.007127248
344.375,-0.006823834
302.0625,-0.006521411
343.8055556,-0.006220088
